IdColonia,IdInegi,NomColonia,Habitantes,Mujeres,Hombres,Pob0a14,Pob15a64,Pob18mas,ViviendasHabitadas,PromOcuxVivHab,Fundacion,ColinNorte,ColinSur,ColinOriente,ColinPoniente,ArroyoEntubado,ArroyoInterperie,Cerro,Barranco,CentroCultural,ParquesyJarines,JuegosInfantiles,PlazaCivica,CalleAlumbrado%,CallePavimento%,CalleAdoquin%,CalleEmpedrado%,CalleTerraceria%,VivAguaPot%,VivDrenaje%,VivFosaSep%,VivElectricidad%,RutasTransporte,OficinaCorreo,RegistroCivil,DeleAgencia,Cementerio,ModuloPoli,PatrullasColonia,PlumaIngresos,PobRelCatolica%,CP,ZonaC,Sele
322,0,Residencial Plaza Guadalupe,11069,5717,5336,2374,8204,8105,4058,3.8999999999999999,,Arcos de Guadalupe,"Rinconada de Guadalupe, Atlas Chapalita",Rinconada de Guadalupe,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,60,40,0,0,0,0,0,0,"629, Turquesa, 54-A-B, 640, 249 y 25.","Oficina No. 45021 ""Plaza Guadalupe"", Av. Manuel J. Clouthier No. 168 A, Tel. 36732355",-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45030,5A,0
323,222-D,Residencial Poniente,3783,1981,1802,778,2826,2809,1312,2.54,,Novaterra,Barranco,Girasoles,,FALSO,FALSO,FALSO,VERDADERO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.40000153,99.09999847,0,99.40000153,"19, 19-A, 51-C y 631. Terminal en Circuito Federalistas",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45136,4,0
324,223-I,Residencial Victoria,3501,1876,1605,620,2403,2754,1302,4.5300000000000002,,Rinconada del Sol,Loma Bonita Residencial,Municipio de Guadalajara,La Giralda,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.80000305,99.40000153,0,99.90000153,"33, 358, Santa Anita, 63 por Lapizlazuli, 645 y 619-A por Obsidiana, y 161 El Taray",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45089,6,0
325,224-C,Rinconada del Auditorio,882,445,437,319,532,509,214,4.12,,Arroyo Hondo Poniente,"Constituyentes, División del Norte, Jardines del Auditorio, Cerritos",Benito Juárez,Parques del Auditorio,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,40,60,0,0,99,99,0,100,"50, 50-D, 142 por Pról. Federalismo",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,92,45180,2A,1
326,0,Rinconada de la Seattle,0,0,0,0,0,0,0,0,,La Aurora,,La Aurora,Los Maestros,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,13 y 15,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,0,1B,0
327,225-H,Rinconada Del Iris,28,17,11,4,21,20,7,4,,"Condominio Cristal, Rinconada Bugamabilias",Bugambilias,Valle de Bugambilias,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,100,71.40000153,28.60000038,100,inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45239,8,0
328,0,Rinconada del Oro,0,0,0,0,0,0,0,0,,Real Alamedas,Paseos del Sol,Paseos del Sol,"Miramar, Mariano Otero",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,0,6,0
329,226-H,Rinconada del Sol,257,129,128,40,176,212,118,2.1800000000000002,Diciembre de 1995,Municipio de Guadalajara,Condo Plaza del Sol,Municipio de Guadalajara,Ciudad del Sol,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,"101, 258, 358, 626, 629, 645, 59 y Turqueza",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45055,6,0
330,0,Rinconada La Azalea,2148,1070,1078,620,1470,1416,698,3.6800000000000002,,Nucleo Belenes Norte,Conjunto San Gilberto,"Belenes, Industrial Belenes",Prados de San Ignacio,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,90,10,0,0,0,0,0,0,19,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,0,1B,1
331,227-G,Rinconada del Valle,158,81,77,25,119,129,50,3.6899999999999999,,Jardines Tepeyac,Prados Tepeyac,Tepeyac Casino,Jardines Tepeyac,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,80,20,0,0,97.30000305,97.30000305,0,97.30000305,"358, 51-A y B y Turqueza",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,45047,5A,0
332,228-K,Rinconada de la Calma,3063,1596,1467,770,2180,2176,1260,3.5099999999999998,,"Loma Bonita, Loma Bonita Residencial","Loma Bonita Ejidal, Las Águilas",,"Las Águilas, La Calma",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,80,0,20,0,97.59999847,99.30000305,0,99.90000153,"625, 624 y 645",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45080,6,0
333,56229-F,Rinconada de la Joya,108,52,56,26,74,72,36,3.96,,La Calma,Condominio Navío,Loma Bonita,La Calma,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,80,0,0,0,0,0,0,"24 por Av. Guadalupe, 629, 258 y Santa anita.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,89,45087,6,0
334,230-I,Rinconada las Palmas,3806,1963,1838,1264,2456,2261,1199,3.9500000000000002,,,Francisco Villa,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.5,98.59999847,0.899999976,100,634,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45130,3,0
335,231-C,Rinconada de Santa Rita,900,481,419,133,685,716,298,3.0499999999999998,,Lomas del Valle,"Unidad México, Los Pinos",Guadalajara,Lomas Altas,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,80,20,0,0,97.80000305,99.59999847,0,100,33-A.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45127,5B,0
336,370-K,Rinconada de los Novelistas,82,52,30,21,56,57,17,4.8200000000000003,,Parque Regency,Camichines Vallarta,Jardines Vallarta,Lomas Universidad,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,94.09999847,100,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45027,5A,0
337,0,Río Blanco,632,312,320,201,402,392,134,4.7300000000000004,Sin datos,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,30,0,30,40,0,97.55999756,0,99.19000244,"167 Río Blanco, sin embargo esa ruta pasa a las 8, a las 2 y a las 6 en tiempo escolar.",-Inexistente-,-Inexistente-,"AGENCIA: Independencia Nº 5731, 
Tel. 38337930, 
Agente municipal: Ángel González Villalobos, 
Cel. 10896279",-Inexistente-,FALSO,FALSO,FALSO,98.5,45134,RN,0
338,0,Roberto Orozco,1208,623,585,451,728,676,356,3.6499999999999999,Sin datos,,,Villas de Tesistán,Santa Lucía,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,0,0,30,70,100,100,0,100,24-A,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,RS,0
339,0,"Robles, Los",1082,559,518,387,636,637,414,3.6600000000000001,,,,"Parque Industrial San Angel, Condominio Residencial Los Robles",Rancho del Sol,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,100,0,100,100,0,100,"13, 275-F, 633 y 635.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,45134,3,0
340,0,"Rodeo, El",0,0,0,0,0,0,0,0,,,Conjunto Laureles,Los Abetos,Prados de San Ignacio,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,100,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,RS,0
341,233-B,Royal Country,781,424,357,147,610,576,211,3.5499999999999998,,Puerta de Hierro,Unico de la universidad autonoma de Guadalajara,Puerta Plata y puerta de Hierro,Lomas Habitat Sur,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,80,0,0,95.09999847,96.30000305,0,100,inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45116,5B,0
342,234-G,San Bernardo,159,92,67,46,109,103,33,4.82,,Colomos Patria,Villa Universitaria,Real San Bernardo,Colomos Patria y Puerta Plata,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,93.90000153,93.90000153,0,93.90000153,"635  por Patria
632  por Patria",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45110,5B,0
343,0,San Esteban,3726,1892,1834,1396,2116,2089,765,4.8700000000000001,,San Miguel Tateposco,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,40,30,10,20,22.04000092,85.22000122,0,98.12000275,San Esteban,-Inexistente-,"Oficialía Nº 19, (ene l edificio de la delegación), de lunes a viernes de  09:00 a 15:00 hrs. tel. 3625 4162, Lic. Fernando Martínez Macias","DELEGACIÓN: Plaza Pública, SN
Tel. 36254162, 
Delegado: José Antonio Poblano Sierra, 
Subdelegado: Sergio Sandoval Gallo","Cementerio San Estebán, Calle Panteón s/n",FALSO,FALSO,FALSO,95.30000305,45205,RN,0
344,235-K,San Francisco,2125,1097,1028,579,1365,1412,543,3.52,1953,"San José del Bajío, Santa Margarita",Unidad Repúlbica,San Isidro Ejidal,Barranca,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,80,0,10,10,99,93.09999847,5.900000095,99,"15, 24-A, 24, 190, 275 diagonal, 631, 631-A, 634 y el Tur","Telégrafos, en Av. Tesistán",-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45140,1A,0
345,236-F,San Isidro Ejidal,9986,5125,4846,2700,6521,6688,2563,3.54,,Parque Industrial Belenes Norte,San Francisco,El Vigía,"San José del Bajío, DIF",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,28,0,0,0,100,98.59999847,98.59999847,0,98.90000153,190,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45147,1A,0
346,0,San Isidro Poblado,1446,749,697,540,838,794,317,4.5899999999999999,,Despoblado,Las Cañadas,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,70,30,0,20,50,70.97000122,91.40000153,0,97.84999847,San Esteban,-Inexistente-,-Inexistente-,"AGENCIA: Carretera a San Esteban 848-A, 
Tel. 38322227
Agente Municipal: José Alfredo Flores González",-Inexistente-,FALSO,FALSO,FALSO,0,45135,RN,0
347,237-L,San José del Bajio,2038,1033,994,706,1284,1221,649,3.4900000000000002,,"Unidad FOVISSSTE, DIF",San Francisco,San Isidro Ejidal,"Unidad Arboledas, Santa Margarita",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,96,0,4,0,97.59999847,98.59999847,0.300000012,99.30000305,"15, 24, 170, 190, 275 y 634",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45140,1A,0
348,Datos Magdalena y San José,San José Ejidal,3603,1793,1810,1271,2209,2065,862,4.1799999999999997,Hace 20 años aproximadamente,Los Fresnos,La Magdalena,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,28,0,0,0,100,36.79999924,90.5,0,88.40000153,24-A,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45200,RS,0
349,238-E,San Juan de Ocotán,22022,11107,10858,7873,13531,12786,5540,3.2000000000000002,,Valle Real,Los Jazmines,Lomas Habitacionales,Zona Industrial San Juan de Ocotán,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,10,30,10,83.5,90.80000305,6.400000095,98.69999695,"629   por independencia - 5 de mayo
39-A  por Parral
380   por Perígerico",-Inexistente-,"Oficialía Nº 11, Independencia s/n (en el edifico de la delegación), tel. 3110 1082, de lunes a viernes de  09:00 a 15:00 hrs., Lic. Herlinda Laila Abdala Campos","DELEGACIÓN: Independencia s/n, 
Tel. 31100265, 
Delegado: Joaquín Albarín Miramontes, 
Subdelegado: José Santos Ramos Huerta.","Cementerio San Juan Ocotán, Prolongación 5 de Mayo s/n",FALSO,FALSO,FALSO,96,45019,4,0
350,0,San Lorenzo,57,30,27,26,28,29,10,5.7000000000000002,,Despoblado,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,0,1,0,100,Inexistentes,-Inexistente-,-Inexistente-,"AGENCIA: Hidalgo Nº 8, 
Agente municipal: Roberto Castro Luévanos, 
celular 3310449632",-Inexistente-,FALSO,FALSO,FALSO,100,45180,RN,0
351,239-J,San Miguel de la Cañada,204,102,102,59,130,134,45,4.53,,Tepeyac,Residencial Conjunto Patria,Seattle Ecológica,El Capullo,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,0,50,0,95.59999847,97.80000305,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,45150,1B,0
352,240-B,San Miguel de La Colina,304,161,143,35,245,240,94,5.8399999999999999,,Zapopan y el Capullo,Altamira y la Agraria,Jacarandas,Loma Blanca,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,54,26,20,0,98.19999695,98.19999695,0,100,"24, 634, 190, 631, Tour, 633, 641, 19, 275 diagonal",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,99,45160,1A,0
353,0,San Miguel Tateposco,3726,1892,1834,1396,2116,2089,765,4.8700000000000001,Fecha aproximada entre 1350 y 1400,Despoblado,San Esteban,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,56,1,0,49,50,22.04000092,85.20999908,0,98.12000275,Omnibus San Esteban,-Inexistente-,-Inexistente-,"AGENCIA: Los Maestros No. 29, 
Tel. 3335802099, 
Agente municipal: Armando Asención Cabrera García","Panteón de la Esperanza que da servicio a las comunidades vecinas de San Esteban, San Isidro, Ex hacienda de Lazo, Tempixques y Copala. Administrado por la Delegación de San Esteban.",FALSO,FALSO,FALSO,0,45205,RN,0
354,241-G,San Nicolás de los Belenes,1248,644,604,450,744,710,302,4.14,,Tabachines,Industrial Los Belenes,"Jardines de Tabachines, Constituyentes",,FALSO,FALSO,FALSO,FALSO,-Inexistente-,VERDADERO,FALSO,FALSO,100,98,2,0,0,97.30000305,98.59999847,0,99,"78, 641 y 380.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45188,2A,1
355,242-K,San Wenceslao,1438,788,650,318,1038,985,344,4.18,,Santa Isabel,Lomas del Valle,Colinas de San Javier,Villa Universitaria,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,80,0,0,93.80000305,95.90000153,0,98.19999695,51-C Pablo Neruda,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45110,5B,0
356,243-F,Santa Ana Tepetitlán,26611,13456,13116,8830,16896,16199,7803,3.29,Siglo XVI,"Mariano Otero, Pinos Santa Ana",,La Haciendita,Jardines de Santa Ana,FALSO,VERDADERO,VERDADERO,FALSO,"Centro Cultural Santa Ana Tepetitlán, Av. Guadalupe Victoria Nº 68, tel. 3693 5099.",VERDADERO,VERDADERO,VERDADERO,100,25,20,40,15,93.69999695,92.19999695,3.200000048,98.19999695,"24, 258 y 626",-Inexistente-,"Oficialía Nº 10, privada Guadalupe Victoria (en el edificio de la Delegación), tel. 3612 2650, de lunes a viernes de  09:00 a 15:00 hrs., Lic. Maria del Pilar Fernández Ruíz","DELEGACIÓN: Privada Guadalupe Victoria s/n, 
Tel. 36849735, 
Delegado: José Roberto Cruz Inguanzo
Subdelegado: Gloria Aguilar Cruz",Cementerio Allende s/n entre Leona Vicario y Aldama,FALSO,FALSO,FALSO,97,45230,8,0
357,244-L,Santa Catalina,1310,683,627,328,932,920,469,4.4400000000000004,,Mirador del Sol,,Mirador del Sol,Plaza Coordilleras,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97,100,0,100,"101, 59, 249 por Moctezuma
640, 51 A y B t 320 por Patria y 632",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45058,6,0
358,245-E,Santa Fé,2414,1262,1152,597,1650,1693,677,4.6799999999999997,,Loma Blanca,Mpio. de GDL,Altamira,"Villa Magna, Club Atlas",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,0,50,0,98.59999847,99.09999847,0,99.5,"25, 190 y 635",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45168,1A,0
359,246-J,Santa Isabel,1700,909,791,270,1321,1318,475,3.1899999999999999,,Lomas del Bosque,Villa Universitaria,"San Bernardo, Real San Bernardo",,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,10,90,0,0,97,96.59999847,0,98,25 y 632.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45110,5B,0
360,0,Santa Lucía,24140,12158,11877,9282,14138,13242,6235,2.9900000000000002,1545,Revolución,"Santa Mónica de los Chorritos, Las Agujas",Tesistán,Prados de Santa Lucía,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,95,15,10,65,10,0,0,0,95,"13, 275 F.",-Inexistente-,-Inexistente-,"AGENCIA: Morelos No. 68
Tel. 3332702339
Agente municipal: Abraham Mendoza Velázquez.",-Inexistente-,FALSO,FALSO,FALSO,0,45200,RS,0
361,247-D,Santa Margarita 1ra. Sección,21217,10804,10389,5874,13705,14188,52085,3.46,,"Unidad Arboledas, Tuzanía, Tuzanía Ejidal, Santa Margarita Residencial","Los Frailes Residencial, Conjunto Habitacional UAG",San Francisco,Los Girasoles,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.90000153,98.09999847,0.200000003,98.69999695,"24, 190, 275 diagonal, 170, 631, 634 y Tur.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45140,1A,0
362,0,Santa Margarita 2da Sección,0,0,0,0,0,0,0,0,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,"24, 190, 275 diagonal, 170, 631, 634 y Tur.",-Inexistente-,-Inexistente-,-Inexistente-,"Jardines Recinto de la Paz S. A. de C. V., Carretera Base Aerea, esquina Santa Margarita",FALSO,FALSO,FALSO,0,45137,4,0
363,248-I,Santa Margarita Residencial,9969,5091,4878,3297,6467,6145,3198,4.4400000000000004,,Residencial Parques de Zapopan,Santa Margarita,La Tuzanía,"La Casita, Las Bóvedas, Hacienda La Mora",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,4,71,20,5,92.30000305,97,2.099999905,97.59999847,"24, 24-A, 275 diagonal, 170, 19, 19-A, 632",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45130,4,0
364,249-C,Santa Maria del Pueblito,4590,2292,2298,1360,2965,2977,1223,4.4500000000000002,,Jocotán,Parque Metropolitano,Camichines Vallarta,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,"27, 39, 45, 39-a, 629, 629-A y 629-B.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45018,5A,0
365,,Santa Mónica de los Chorritos,2413,1255,1158,892,1260,0,509,4.4710000000000001,Sin datos,Santa Lucía,El Húmedo de Nextipac,,Prados de Santa Lucía,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,90,5,0,80,15,0,0,0,90,13 y 275-F.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45200,RS,0
366,250-F,Santa Paula,1847,961,886,469,1222,1269,493,3.3999999999999999,,La Constitución,La GUSA,27 de septiembre,La Huerta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,98,0,2,0,100,100,0,100,"50-B, 30-A, 636 por General Salvador González T. e Ignacio L. Pesquera.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45179,1B,1
367,252-E,Seattle,3836,2042,1794,758,2591,2861,1250,4.0199999999999996,1908,Los Maestros,"Patria Zoquipan, Patria Raquet, Zoquipan",Habitacional Seattle,Ecologica Seattle,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,4,0,0,96,98.90000153,99.40000153,0,99.80000305,"170 por Aurelio Ortega, 622 por San Jorge",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45150,1B,1
368,253-J,Seattle  Habitacional,6966,3702,3264,2200,4345,4251,1644,4.13,,"Constitución, La Aurora",Zoquipan,"Colinas de Atemajac, Gusa, Santa Paulina","Seattle, Los Maestros",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,45,45,10,0,90.09999847,98,1,99.69999695,"170, por Aurelio Ortega, 15, 30 por José Ma. Yermo y Parres Arias",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45180,1B,1
369,0,"Soledad de Nextipac, La",934,455,466,399,526,486,222,4.6200000000000001,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,30,0,0,0,100,0,0,0,100,170-B.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45220,RS,0
370,254-D,Tabachines,13677,7051,6591,3153,9744,9778,3996,3.4700000000000002,,"La Martinica, Lomas de Tabachines, Alamedas Tesistán","San Nicolás de los Belenes, Jardines de Tabachines","Colinas de Tabachines, Constituyentes",,FALSO,FALSO,FALSO,FALSO,"Centro Cultural Municipal ""Tabachines""
 Av. Tabachines Nº 2590 esq. Paseo Limas
Tel: 3660 9886.",VERDADERO,FALSO,FALSO,100,100,0,0,0,98,98.80000305,0.400000006,99.19999695,"78, 30, 30 A, 363 A, 142, 50 B, 637, 380 y 641",-Inexistente-,"Oficialía Nº 15, Av. Tabachines y Periférico (en la glorieta de la entrada), de lunes a viernes de  09:00 a 15:00 hrs. tel. 3660 7297., Lic. Alejandro Villalobos Ruíz",-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45188,2A,1
371,255-I,Tepeyac,2960,1501,1455,663,1984,2151,925,5.3799999999999999,,"El Paraíso, Unidad Administrativa Norte","Villas de la Cañada, Hospital San Juan de Dios","Los Maestros, La Constitución",Zapopan,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,34,0,66,0,98.80000305,98.80000305,0,99.5,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45150,1B,0
372,256-C,Tepeyac Casino,1000,537,462,186,757,760,360,4.5899999999999999,,Ciudad de los Niños,Prados Tepeyac,Ciudad de los Niños,"Jardines Tepeyac, Rinconada del Valle",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99,99.30000305,0,99.69999695,"51, 39 y 358.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45047,5A,0
373,0,Tesistán,13494,6723,6744,4351,8649,8422,4620,4.4199999999999999,,"Villas de Tesistán, Residencial Tesistán",La Estrada,"Haciendas de Zapopan, Parques de Tesistán",Las Agujas,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,30,10,55,5,81.81999969,95.59999847,0,95.84999847,"24 A, 13, y 275-F.","Oficina Nº 45202 ""Tesistán"", Jalisco Nº 50 l. 1 y 2, 3897 0042","Oficialía Nº 6,Ramón Corona y Puebla (en la plaza principal), tel. 3897 0141, de lunes a viernes de  09:00 a 15:00 hrs., Lic. Dulce Elia López Gómez","DELEGACIÓN: Hidalgo S/N entre Jalisco y Corona, 
Tel. 38970404, 
Delegado: Esteban Cobarrubias Luna 
Subdelegado: José Ramírez Luna","Cementerio: Tesistán Nuevo, Prolongación Juárez s/n casi esquina Puente Chico, Cementerio: Tesistán Antiguo, Puente Chico, cruza con Maestranza s/n",FALSO,FALSO,FALSO,96,45202,RS,0
374,,"Tigre I, El",883,402,444,305,548,519,266,3.0699999999999998,,,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,0,0,90,10,0,100,0,100,"633, 275 F, 13, 24 A",- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45134,3,0
375,0,"Tigre II, El",0,0,0,0,0,0,0,0,,Bosque del Nixticuil,Colinas de los Robles,Bosque del Nixticuil,Hogares de Nuevo México,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,50,5,0,10,85,25,0,0,50,635,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45134,3,0
376,0,"Triángulo, El",0,0,0,0,0,0,0,0,,Jardines de Nuevo México,,"Villas del Aire, Luis Donaldo Colosio, Flores del Valle, Nuevo México",Zona Militar,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,0,0,0,100,"629-B, 632",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,4,0
